,Movie_id
747,397496
748,447284
749,195460
750,484438
751,3526
752,737859
753,416183
754,102245
755,807399
756,5931
757,6293
758,548
759,6032
760,634254
761,652692
762,38904
763,897725
764,596643
765,759874
766,415687
767,278208
768,938644
769,683766
770,805650
771,462487
772,8091
773,464290
774,4537
775,77601
776,817245
777,597
778,161104
779,7464
780,1122138
781,260991
782,841518
783,468872
784,460523
785,3950
786,759558
787,729
788,741214
789,1128272
790,5052
791,4186
792,77588
793,258475
794,692
795,280938
796,673428
797,468571
798,1047626
799,178557
800,605269
801,195332
802,409208
803,493222
804,780392
805,47018
806,496888
807,422882
808,280932
809,418839
810,581952
811,450470
812,674249
813,91843
814,195223
815,623744
816,261363
817,462305
818,462466
819,905378
820,103391
821,4619
822,781
823,1164520
824,780
825,749370
826,735
827,757898
828,87789
829,523057
830,416824
831,303
832,7285
833,843831
834,252903
835,310960
836,577255
837,409507
838,782932
839,81472
840,539550
841,400582
842,666935
843,64212
844,863
845,461904
846,8043
847,410299
848,462662
849,1170018
850,195272
851,409146
852,498707
853,582159
854,102136
855,790
856,503853
857,557837
858,77441
859,812
860,462247
861,522036
862,462732
863,934956
864,182352
865,6297
866,557437
867,889091
868,817481
869,276638
870,5002
871,1115117
872,661
873,48173
874,462495
875,1289738
876,520648
877,978838
878,1103803
879,928626
880,448311
881,572553
882,462342
883,86566
884,1283945
885,572032
886,467166
887,9552
888,7962
889,811078
890,737543
891,607608
892,429257
893,587
894,471644
895,399977
896,963016
897,453544
898,61324
899,669
900,409159
901,566055
902,311268
903,406403
904,689774
905,1040441
906,817354
907,106165
908,427884
909,841747
910,893362
911,462867
912,1828
913,581932
914,77465
915,36544
916,696813
917,843772
918,453367
919,1041734
920,463893
921,915140
922,843790
923,3447
924,810679
925,5901
926,464130
927,409194
928,1343908
929,189651
930,1033352
931,1055194
932,581937
933,437040
934,86621
935,596362
936,573869
937,41949
938,467553
939,674295
940,673427
941,463070
942,760469
943,281869
944,195608
945,713051
946,613
947,409776
948,468564
949,103791
950,609618
951,596451
952,464168
953,87706
954,77427
955,667687
956,714564
957,568267
958,684983
959,424037
960,968043
961,84451
962,276478
963,833
964,7975
965,1031442
966,81530
967,606698
968,566387
969,392557
970,938461
971,462514
972,3707
973,484428
974,841636
975,507818
976,431148
977,780306
978,406340
979,252268
980,1044045
981,184417
982,719
983,281449
984,1238292
985,400615
986,40666
987,842
988,4300
989,278185
990,596985
991,677798
992,471587
993,760565
994,325393
995,4375
996,5319
997,81750
998,675649
999,88078
1000,84675
1001,406186
1002,712
1003,975292
1004,402099
1005,409185
1006,677
1007,558
1008,1125892
1009,84967
1010,279916
1011,47093
1012,864
1013,888154
1014,596481
1015,633
1016,5413
1017,696154
1018,1122114
1019,461799
1020,261127
1021,1355142
1022,477647
1023,405514
1024,81512
1025,309475
1026,461958
1027,996027
1028,712639
1029,61438
1030,1015040
1031,5842
1032,7091
1033,462884
1034,280173
1035,559242
1036,958293
1037,402542
1038,481086
1039,4901
1040,577211
1041,484426
1042,87161
1043,755
1044,517433
1045,279728
1046,462453
1047,4511
1048,258772
1049,693969
1050,1122129
1051,854942
1052,403783
1053,1045061
1054,290751
1055,61325
1056,607288
1057,462669
1058,51605
1059,17643
1060,991097
1061,470179
1062,63732
1063,472368
1064,462491
1065,869
1066,5565
1067,3665
1068,22978
1069,1190387
1070,4308624
1071,805
1072,817509
1073,279596
1074,104937
1075,468444
1076,843480
1077,23148
1078,9393
1079,89674
1080,968375
1081,7988
1082,706
1083,1152767
1084,506349
1085,677437
1086,102125
1087,588839
1088,160931
1089,313338
1090,842913
1091,832
1092,463952
1093,1047817
1094,1934
1095,102152
1096,663191
1097,689489
1098,722886
1099,1041617
1100,257386
1101,463803
1102,648
1103,161007
1104,271728
1105,744776
1106,77466
1107,1211076
1108,400094
1109,1009017
1110,402550
1111,2930
1112,840992
1113,944043
1114,8085
1115,102160
1116,420475
1117,736205
1118,470156
1119,3755
1120,464446
1121,6036
1122,523122
1123,414547
1124,4840
1125,463860
1126,1713
1127,7316
1128,311497
1129,998054
1130,255576
1131,2982
1132,306
1133,716595
1134,462482
1135,470182
1136,1044982
1137,711454
1138,81873
1139,1199773
1140,9458
1141,470036
1142,714185
1143,408395
1144,675565
1145,104952
1146,1272469
1147,279791
1148,841613
1149,104921
1150,646
1151,492174
1152,484621
1153,1044976
1154,261106
1155,681881
1156,829
1157,462273
1158,797
1159,492171
1160,8057
1161,1257264
1162,980011
1163,464561
1164,455353
1165,627299
1166,261005
1167,195432
1168,1297211
1169,7983
1170,680394
1171,178591
1172,596251
1173,4324674
1174,470037
1175,22138
1176,608559
1177,506432
1178,395709
1179,432794
1180,22022
1181,1762
1182,826373
1183,50948
1184,279770
1185,676
1186,1047365
1187,462538
1188,924990
1189,707483
1190,195718
1191,571252
1192,325644
1193,232141
1194,61336
1195,463149
1196,1100959
1197,840821
1198,450289
1199,947898
1200,1313198
1201,581651
1202,12330
1203,3842
1204,4851
1205,94249
1206,839600
1207,474752
1208,722995
1209,662337
1210,1035311
1211,464573
1212,1029388
1213,1008582
1214,431539
1215,408909
1216,760763
1217,470268
1218,409151
1219,1222769
1220,849
1221,86646
1222,489439
1223,923901
1224,753
1225,463237
1226,647453
1227,1046638
1228,81516
1229,1942
1230,586297
1231,47257
1232,5412
1233,63778
1234,916105
1235,8047
1236,84485
1237,61559
1238,220293
1239,565861
1240,924910
1241,83792
1242,1093170
1243,51439
1244,601483
1245,1161271
1246,623658
1247,748663
1248,6060
1249,1264589
1250,1245501
1251,420072
1252,432747
1253,61293
1254,635
1255,1007938
1256,975249
1257,634
1258,410267
1259,418790
1260,427881
1261,81491
1262,195268
1263,81557
1264,503866
1265,806
1266,1043955
1267,143139
1268,780451
1269,841572
1270,463802
1271,708187
1272,708386
1273,1243567
1274,84055
1275,256408
1276,596274
1277,438890
1278,677880
1279,576451
1280,103572
1281,81926
1282,256724
1283,496839
1284,406397
1285,401775
1286,160908
1287,450204
1288,987151
1289,734276
1290,195226
1291,104926
1292,468551
1293,546244
1294,678233
1295,467118
1296,198009
1297,77660
1298,102232
1299,507676
1300,1174226
1301,889
1302,1267348
1303,760904
1304,585056
1305,195273
1306,5080
1307,1150048
1308,683516
1309,659
1310,828
1311,979121
1312,461784
1313,86314
1314,656294
1315,5526
1316,1244402
1317,397774
1318,81976
1319,771381
1320,418847
1321,424301
1322,197134
1323,415112
1324,87178
1325,669958
1326,569071
1327,841335
1328,171922
1329,579
1330,1261585
1331,195384
1332,463464
1333,279221
1334,93547
1335,1354524
1336,535254
1337,723189
1338,427795
1339,105397
1340,1795
1341,837737
1342,1320623
1343,103644
1344,2519
1345,22361
1346,21540
1347,81097
1348,104964
1349,4888
1350,463868
1351,7971
1352,430519
1353,972777
1354,260898
1355,5101
1356,653695
1357,428707
1358,4368595
1359,762466
1360,572027
1361,809
1362,251735
1363,893880
1364,894045
1365,933182
1366,280532
1367,16953
1368,5326
1369,2043
1370,652758
1371,77142
1372,882327
1373,634679
1374,84030
1375,8109
1376,963340
1377,81525
1378,78750
1379,252130
1380,261021
1381,462525
1382,458233
1383,195404
1384,81728
1385,409171
1386,61359
1387,669880
1388,506490
1389,469582
1390,464281
1391,575332
1392,281394
1393,77407
1394,5414
1395,262051
1396,258275
1397,1045457
1398,259590
1399,840161
1400,630
1401,955974
1402,467972
1403,281409
1404,420986
1405,409236
1406,437833
1407,652
1408,405952
1409,1209203
1410,412299
1411,484457
1412,1076152
1413,77658
1414,261668
1415,497755
1416,103787
1417,675
1418,783
1419,506133
1420,819
1421,407864
1422,195870
1423,722
1424,395051
1425,609931
1426,70944
1427,2259
1428,929027
1429,6059
1430,922029
1431,17661
1432,981352
1433,378
1434,1007842
1435,807
1436,1952
1437,505903
1438,678550
1439,492366
1440,672861
1441,61305
1442,493384
1443,252502
1444,739944
1445,416107
1446,161094
1447,279757
1448,470286
1449,651
1450,280540
1451,1387469
1452,751952
1453,615583
1454,889858
1455,727
1456,582158
1457,1033233
1458,689957
1459,477852
1460,505796
1461,449845
1462,423063
1463,682084
1464,47391
1465,518063
1466,865
1467,702904
1468,667291
1469,745743
1470,1347949
1471,103224
1472,3621
1473,267621
1474,1122117
1475,466831
1476,405602
1477,638053
1478,6829
1479,662469
1480,407285
1481,543838
1482,196106
1483,102611
1484,586700
1485,445175
1486,50225
1487,840885
1488,460432
1489,81965
1490,273293
1491,484623
1492,79072
1493,258545
1494,879
1495,18102
1496,17663
1497,4321512
1498,402981
1499,261635
1500,882290
1501,3994
1502,775517
1503,462849
1504,404232
1505,457276
1506,104909
1507,890
1508,7611
1509,412258
1510,431323
1511,710432
1512,397673
1513,647948
1514,828242
1515,1045478
1516,645066
1517,1009513
1518,102122
1519,4572
1520,771067
1521,4571
1522,463531
1523,5207
1524,107413
1525,271999
1526,558393
1527,1283955
1528,9543
1529,86573
1530,6828
1531,252107
1532,3892
1533,71065
1534,844017
1535,70953
1536,806980
1537,4187
1538,84034
1539,437503
1540,680529
1541,4139
1542,102127
1543,8110
1544,23048
1545,8005
1546,7639
1547,708955
1548,2953
1549,823705
1550,258775
1551,22412
1552,455540
1553,70954
1554,565158
1555,463475
1556,393067
1557,585
1558,22399
1559,61261
1560,1108581
1561,614227
1562,1199655
1563,8067
1564,841738
1565,1030157
1566,464090
1567,6888
1568,220594
1569,645291
1570,673
1571,81561
1572,789174
1573,607152
1574,462654
1575,461946
1576,256497
1577,592300
1578,84037
1579,535390
1580,171869
1581,955968
1582,568000
1583,81917
1584,81856
1585,81101
1586,463694
1587,497015
1588,61370
1589,48236
1590,582
1591,2886
1592,81287
1593,81746
1594,677768
1595,965901
1596,557787
1597,760740
1598,829407
1599,317
1600,103627
1601,104924
1602,1447137
1603,315168
1604,7314
1605,546
1606,474521
1607,101711
1608,773074
1609,61425
1610,843562
1611,702
1612,799728
1613,991628
1614,78320
1615,670
1616,88737
1617,1396525
1618,2885
1619,406366
1620,1262931
1621,1435399
1622,231902
1623,77555
1624,8014
1625,488184
1626,496944
1627,61323
1628,463647
1629,464279
1630,271941
1631,252030
1632,4584
1633,840
1634,256164
1635,4041
1636,8092
1637,622
1638,102531
1639,81540
1640,395369
1641,19174
1642,301046
1643,424579
1644,2899
1645,408403
1646,720
1647,759
1648,261321
1649,807640
1650,1045345
1651,524942
1652,196748
1653,81581
1654,1188722
1655,754888
1656,81682
1657,988160
1658,645261
1659,5274
1660,586
1661,777684
1662,1108415
1663,489415
1664,35526
1665,697
1666,602544
1667,409071
1668,196952
1669,258268
1670,409388
1671,758197
1672,426030
1673,464606
1674,6031
1675,596318
1676,808093
1677,64012
1678,103156
1679,596217
1680,2209
1681,521618
1682,881
1683,391085
1684,472182
1685,909848
1686,2755
1687,484599
1688,695449
1689,259475
1690,81601
1691,596484
1692,485083
1693,462787
1694,882
1695,908691
1696,840009
1697,278328
1698,310
1699,397229
1700,921610
1701,1174293
1702,799
1703,924989
1704,278204
1705,8035
1706,1207170
1707,258777
1708,77859
1709,597193
1710,398624
1711,3997
1712,820035
1713,161133
1714,995398
1715,568355
1716,195457
1717,13625
1718,827
1719,1270677
1720,4852
1721,402567
1722,80221
1723,71341
1724,61238
1725,1143927
1726,81697
1727,426001
1728,761
1729,1040567
1730,578945
1731,676525
1732,993612
1733,859131
1734,554
1735,3843
1736,80309
1737,373146
1738,756799
1739,5572
1740,391815
1741,261819
1742,81598
1743,32034
1744,455181
1745,5575
1746,81528
1747,1179073
1748,762778
1749,970873
1750,4440
1751,655
1752,499
1753,504668
1754,625402
1755,463782
1756,454
1757,384138
1758,102229
1759,3885
1760,4887
1761,17754
1762,694646
1763,261365
1764,579689
1765,395773
1766,721
1767,1171915
1768,2046
1769,1041723
1770,746
1771,572337
1772,48039
1773,272127
1774,280177
1775,20105
1776,279134
1777,1115125
1778,18149
1779,1046246
1780,465649
1781,18543
1782,20158
1783,404200
1784,1591
1785,759660
1786,557950
1787,496745
1788,877
1789,467729
1790,395036
1791,78400
1792,406353
1793,281006
1794,1179041
1795,996621
1796,402626
1797,8933
1798,1087904
1799,409220
1800,47055
1801,1118187
1802,87710
1803,309385
1804,462926
1805,102147
1806,430568
1807,397236
1808,821738
1809,61342
1810,81197
1811,835
1812,586239
1813,683746
1814,568374
1815,914937
1816,582391
1817,260342
1818,8174
1819,535317
1820,584
1821,24686
1822,1010218
1823,571952
1824,916069
1825,17176
1826,4472502
1827,693
1828,258933
1829,4422814
1830,462508
1831,462626
1832,281236
1833,4907
1834,1318868
1835,272220
1836,16855
1837,77180
1838,309328
1839,77418
1840,2976
1841,103392
1842,574726
1843,570047
1844,681657
1845,455232
1846,525530
1847,671
1848,87753
1849,429040
1850,503737
1851,83790
1852,198133
1853,855
1854,325399
1855,575301
1856,793
1857,590110
1858,1045725
1859,309337
1860,733439
1861,106228
1862,601797
1863,409348
1864,195623
1865,1008486
1866,311
1867,179292
1868,884
1869,533055
1870,279855
1871,160910
1872,3796
1873,406348
1874,2509
1875,617
1876,71076
1877,104910
1878,466735
1879,507573
1880,4299
1881,397537
1882,24198
1883,735160
1884,2055
1885,104942
1886,1608
1887,462240
1888,723270
1889,804815
1890,4674780
1891,404333
1892,575249
1893,9462
1894,21539
1895,679
1896,454962
1897,15527
1898,1112920
1899,4042
1900,441432
1901,395713
1902,3664
1903,763668
1904,713260
1905,88010
1906,103726
1907,77424
1908,252260
1909,255322
1910,92204
1911,943779
1912,409160
1913,681406
1914,468868
1915,309500
1916,160979
1917,81035
1918,7353
1919,578
1920,1020699
1921,178546
1922,264021
1923,572461
1924,87841
1925,683
1926,455214
1927,1956
1928,394382
1929,566175
1930,893842
1931,715091
1932,1322683
1933,484451
1934,1398913
1935,736
1936,13148
1937,9394
1938,8111
1939,251585
1940,4291715
1941,103788
1942,79564
1943,839472
1944,674
1945,542438
1946,4582
1947,6452
1948,641
1949,468996
1950,2459
1951,102247
1952,2831
1953,9861
1954,397952
1955,1058083
1956,862
1957,494938
1958,406250
1959,82273
1960,261761
1961,1382211
1962,257534
1963,87146
1964,12197
1965,555966
1966,195566
1967,251916
1968,196661
1969,4474320
1970,6869
1971,571994
1972,81490
1973,565816
1974,645
1975,197324
1976,81660
1977,770683
1978,23956
1979,2517
1980,661625
1981,798110
1982,795
1983,251918
1984,102200
1985,88149
1986,447378
1987,470314
1988,422398
1989,919286
1990,102209
1991,5121
1992,464091
1993,797567
1994,677780
1995,580661
1996,898828
1997,464379
1998,255367
1999,63983
2000,1102923
2001,102260
2002,278190
2003,272014
2004,7646
2005,6387
2006,22149
2007,430638
2008,830249
2009,464851
2010,937824
2011,402589
2012,462154
2013,634232
2014,409218
2015,7222
2016,22597
2017,229087
2018,602
2019,618
2020,576002
2021,493214
2022,776
2023,1196157
2024,77425
2025,455218
2026,470993
2027,48028
2028,395714
2029,412255
2030,231121
2031,313245
2032,1108921
2033,17642
2034,229162
2035,4421921
2036,61214
2037,726
2038,1032894
2039,861576
2040,624
2041,5276
2042,16681
2043,195249
2044,87941
2045,261157
2046,88071
2047,102330
2048,4552
2049,4031
2050,21507
2051,85077
2052,6109
2053,1039674
2054,798660
2055,86202
2056,23576
2057,980357
2058,817580
2059,77448
2060,195385
2061,78167
2062,769220
2063,583
2064,1118427
2065,723912
2066,800
2067,61274
2068,1044626
2069,405606
2070,278225
2071,467152
2072,196814
2073,81290
2074,606650
2075,834
2076,6080
2077,404227
2078,5174
2079,787
2080,195751
2081,676770
2082,295083
2083,623765
2084,77177
2085,916759
2086,732797
2087,489847
2088,1072038
2089,484523
2090,575243
2091,195199
2092,420455
2093,765147
2094,1046440
2095,582212
2096,61273
2097,61345
2098,215577
2099,77403
2100,395678
2101,1281108
2102,90544
2103,102138
2104,1262941
2105,4902
2106,885
2107,5313
2108,102223
2109,839653
2110,25414
2111,816
2112,104945
2113,505897
2114,1199659
2115,464639
2116,84052
2117,271837
2118,710
2119,81626
2120,570051
2121,1402913
2122,102169
2123,3544
2124,5003
2125,928805
2126,1074910
2127,471921
2128,463528
2129,772
2130,312375
2131,463356
2132,462588
2133,771
2134,9385
2135,196826
2136,826
2137,592073
2138,1331277
2139,837
2140,23342
2141,708278
2142,911090
2143,464273
2144,3758
2145,7183
2146,758160
2147,4511218
2148,675564
2149,3493
2150,4475
2151,8051
2152,300
2153,1346594
2154,4503141
2155,493196
2156,1346405
2157,466649
2158,3656
2159,405956
2160,252514
2161,782931
2162,31918
2163,632
2164,404269
2165,70980
2166,88123
2167,81756
2168,160978
2169,448239
2170,50596
2171,603548
2172,102610
2173,471920
2174,1008561
2175,1049
2176,482082
2177,606
2178,280976
2179,397580
2180,271937
2181,7894
2182,1108495
2183,1189960
2184,731343
2185,102221
2186,484439
2187,573312
2188,257649
2189,397556
2190,261108
2191,840119
2192,251709
2193,13728
2194,271897
2195,271878
2196,463693
2197,397372
2198,1118110
2199,21491
2200,489291
2201,1359074
2202,468845
2203,257901
2204,195283
2205,61265
2206,22124
2207,404230
2208,77218
2209,910074
2210,576
2211,841790
2212,2518
2213,523135
2214,385274
2215,404891
2216,178586
2217,626
2218,6058
2219,1002633
2220,737
2221,272758
2222,87365
2223,3468
2224,409241
2225,910532
2226,717311
2227,61445
2228,688713
2229,409219
2230,52134
2231,195892
2232,623816
2233,251602
2234,1239696
2235,5577
2236,81646
2237,2933
2238,302
2239,412572
2240,264843
2241,1540
2242,279729
2243,12258
2244,262987
2245,48031
2246,4908
2247,189649
2248,784155
2249,691
2250,6418
2251,102186
2252,77538
2253,63831
2254,4574
2255,395739
2256,102215
2257,195429
2258,84048
2259,2054
2260,1412486
2261,1081
2262,3603
2263,687
2264,667
2265,922572
2266,765712
2267,1592
2268,7612
2269,698
2270,6213
2271,418734
2272,824451
2273,276732
2274,667651
2275,446200
2276,1049447
2277,310858
2278,1049279
2279,1254077
2280,987169
2281,643
2282,220541
2283,278255
2284,195397
2285,278206
2286,725
2287,6179
2288,102133
2289,462746
2290,260421
2291,1005831
2292,437392
2293,859
2294,440365
2295,86989
2296,4535
2297,791
2298,836
2299,1005828
2300,47057
2301,8119
2302,844991
2303,437599
2304,84013
2305,640980
2306,8040
2307,195497
2308,815
2309,991589
2310,806983
2311,314239
2312,252031
2313,93564
2314,409222
2315,312416
2316,325464
2317,439733
2318,276302
2319,464376
2320,278186
2321,6702
2322,22969
2323,252108
2324,893620
2325,48552
2326,250278
2327,397584
2328,5092
2329,325458
2330,18295
2331,6827
2332,61410
2333,778646
2334,830
2335,304
2336,7995
2337,195235
2338,454272
2339,843849
2340,994697
2341,644
2342,196611
2343,28129
2344,261210
2345,3496
2346,195716
2347,87182
2348,907295
2349,409267
2350,4906
2351,959484
2352,425085
2353,276429
2354,4303
2355,81611
2356,261177
2357,843326
2358,6540
2359,1448637
2360,193788
2361,9525
2362,195616
2363,611
2364,456494
2365,3657
2366,4895
2367,577899
2368,713465
2369,731079
2370,104978
2371,754426
2372,847
2373,94246
2374,1335594
2375,421560
2376,77592
2377,5242
2378,261661
2379,462261
2380,1112788
2381,4864943
2382,432796
2383,652364
2384,4601
2385,734
2386,64213
2387,263506
2388,3700
2389,81607
2390,811642
2391,12521
2392,18202
2393,518117
2394,701
2395,692217
2396,271797
2397,893491
2398,48923
2399,394468
2400,507673
2401,7910
2402,309334
2403,1055487
2404,88144
2405,321
2406,681118
2407,484504
2408,8113
2409,283371
2410,397801
2411,197219
2412,171888
2413,4510
2414,811
2415,803
2416,2974
2417,8028
2418,665
2419,252076
2420,766363
2421,8108
2422,81844
2423,1332213
2424,278218
2425,1034049
2426,6815
2427,737658
2428,61372
2429,464029
2430,3443
2431,1054
2432,8093
2433,195392
2434,4665
2435,1283709
2436,12513
2437,295065
2438,574
2439,701760
2440,84047
2441,263787
2442,667970
2443,518094
2444,660832
2445,6770
2446,694
2447,1563
2448,839187
2449,81519
2450,4492
2451,488238
2452,256137
2453,8823
2454,2416
2455,51098
2456,178485
2457,427181
2458,464607
2459,1043679
2460,409067
2461,391751
2462,424038
2463,940621
2464,844021
2465,3731
2466,6987
2467,5555
2468,880702
2469,1219241
2470,506275
2471,1112119
2472,5004
2473,408939
2474,1114921
2475,61334
2476,804709
2477,3995
2478,900813
2479,88146
2480,588539
2481,489470
2482,688777
2483,400842
2484,88153
2485,575280
2486,6354
2487,406354
2488,615
2489,77530
2490,462484
2491,2324
2492,915139
2493,1118394
2494,64173
